transaction_id,account_id,customer_name,phone_number,account_type,transaction_type,amount,transaction_date,status
da834cb4-bfbc-4759-a406-e55ed990b683,7b2ac9ae,Kimberly Johnson,2545444836,Investment,Payment,2601.9,14-01-2026,Completed
1342c85f-70ea-420a-bd04-1963833e769d,6d9c5203,Fred Walton,2335493501,Credit Card,Transfer,577.02,2025-07-28 14:27:34,Completed
822dc1d1-8887-4c86-9759-5715fe0f84ad,a5d9b3f5,Tamara Day,9250169098,Credit Card,Withdrawal,1848.32,2026-01-05 21:11:35,Completed
285568cb-ce8e-4da8-ac8e-39b8629d09cb,f4347ab2,Raymond Lewis,3949299246,Credit Card,Payment,4974.19,2026-05-09 20:02:18,Completed
095db085-4106-4126-abb9-a4f712dcf913,0a42465c,Barry Gates,4935994534,Credit Card,Withdrawal,2158.47,2025-09-12 00:40:01,Completed
47e6dda9-e213-4499-a1f8-b677d8aaf11e,daaa7fb1,Courtney Henderson,7140713615,Investment,Payment,306.79,2025-10-14 04:41:05,Completed
34d90685-f162-4121-94c3-91b695ff4a4a,ca8a067f,Jessica Padilla,5241724973,Savings,Withdrawal,2595.82,20260108,Completed
4a743c66-b2c2-43c6-8a69-1e88140a5dec,de958f9f,Daniel Pugh,8696809181,Checking,Transfer,$395.08,2026-05-31 14:48:34,Completed
e43368b3-9322-4e40-a9fc-de8e8e5baf19,6efe28e6,Mrs. Jennifer Richards MD,3286074825,Investment,Withdrawal,579.58,2026-02-09 23:22:32,Completed
bb110992-669e-48f9-8cd8-f2a7fefa9c33,d77cd793,Justin Willis,1664419792,Savings,Withdrawal,4783.51,2026-04-17 07:17:40,Pending
e79bad90-1791-41b0-a994-31e014a9eea1,46bf4e6b,Justin Clark,5441183589,Credit Card,Withdrawal,3002.99,"September 11, 2025",Completed
bc94c7b2-d2bd-49e7-a9ab-8344c1fb1318,9b8f1587,Christopher Stein,1737691784,Investment,Payment,1136.29,2026-05-11 23:54:43,Completed
56023f3c-431d-4754-b1ae-e7fe84e98059,8476537c,Shannon Keller,6320737711,Checking,Transfer,3251.27,2025-09-28 05:28:22,Completed
c95a9982-0724-45ec-9f38-bcd559e4831c,f78bc951,Victoria Nielsen,7138739460,Checking,Withdrawal,150.59,12/10/2025,Completed
88a3f08f-dc39-48f6-95a1-0dcaefd9c56a,e1296374,Helen Lee,3754517185,Savings,Withdrawal,1083.55,31-05-2026,Completed
3266f299-85f0-4d86-aa43-efe0e17ae64d,e6d8aad4,Amanda Taylor,8224714275,Savings,Withdrawal,3129.61,2026-02-11 03:19:40,Completed
b3bc0880-26e1-41c0-892e-8fcff622fee7,cd69cbc5,Shawn Sanchez,7479871277,Credit Card,Withdrawal,3415.77,16-05-2026,Completed
bd48c228-4d99-4192-9363-0a4877e0bfc8,aacb31ab,Nicole Hancock,9767406823,Credit Card,Deposit,197.77,2026-05-27 03:06:45,Pending
eeeceddc-87b8-432f-a80b-b6fc453b5387,bbc20105,Lori Smith,7779364819,Investment,Payment,1376.62,2026-01-10 13:14:38,Completed
7975d68a-4fac-4f58-a11b-2d29e49a3d55,ebff2884,Sophia Blackburn,5827385145,Investment,Payment,1957.78,2026-03-15 10:36:05,Completed
6f110c55-7767-4bac-9b57-3b3cae7179d3,4601a978,Tammy Jones,3831779193,Savings,Transfer,3499.65,2025-12-11 01:55:07,Completed
01dfd7b6-eb85-4d61-aa0e-885742d48940,739928db,Nicole Goodwin,0242871151,Credit Card,Transfer,1130.37,2026-06-11 05:18:24,Completed
022b6f3b-0f2f-410c-a2b6-8246097fc5c3,60b5ae04,Dr. Bradley Villarreal,8954910799,Credit Card,Transfer,471.58,2026-03-07 14:56:26,Completed
4acbef7e-b196-4ce6-8ce6-0a5ea699c31c,e7bad2c2,Shelia Simpson,7050349492,Savings,Payment,2370.21,2026-06-03 15:46:59,Completed
55866f4d-f8e7-4d4f-995f-6edb20c51aa2,bdd5a62c,Andrew Vance DVM,1662230630,Checking,Transfer,1958.1,2026-02-18 14:41:06,Completed
9c512bff-1b28-407e-839f-b6ef2df614f3,888f3911,Sydney Harris,3944481010,Checking,Withdrawal,4330.68,"March 29, 2026",Completed
e723c0e2-7741-4cc3-9b51-db9c0e108bf4,8bd82cd7,Kelsey Christensen,6253301738,Credit Card,Transfer,1701.22,2026-05-24 19:25:26,Completed
a8f8f576-b86c-4f89-b313-3dcd940fcf56,48d517f8,Bryan Leach,2441481675,Credit Card,Transfer,4856.8,2026-04-07 12:44:00,Completed
b2424597-8f60-432d-a641-dcbf9473d922,57c36cd5,Paul Andrews,2079069323,Savings,Payment,233.69,2025-11-03 13:59:39,Failed
897cee2e-ab79-4eb7-9b3c-36094044a5d2,6f9c483a,Mario Collins,8571600241,,Payment,136.01,2026-04-06 07:50:40,Completed
1b36400a-dab5-4d39-9f55-8a8db0d2e749,94394790,Judy Walker,1574924451,Credit Card,Payment,2281.01,2025-08-03 00:22:29,Completed
3a6f5482-a265-415f-9a96-f08a27e795d1,38f2f079,David Allen,5013709421,Credit Card,Deposit,597.12,2026-06-17 00:08:24,Pending
8ee514e6-ba07-416e-a3ca-e57a8c579b1d,8864ee96,Walter Owens,8075117201,Savings,Transfer,785.65,2025-07-25 19:51:45,Completed
b7e718b0-4172-461f-8f49-7096ef07b29f,7499fa70,Mary Wilson,5539021290,Credit Card,Withdrawal,$685.49,02/04/2026,Pending
2133f1be-6655-487a-8133-7756e57d4c2a,eeecadc2,Paul Chan,2037897571,Checking,Transfer,3880.5,2025-08-04 06:08:18,Completed
7063a3c4-ebbb-42ae-9daf-bb4fb36313a6,9351b68f,Andrea Hoover,0876556871,Investment,Deposit,4065.7,2026-03-26 08:47:14,Completed
8a9b84a3-fd20-4145-bf1d-3f9d1a6e9bc6,4ae3b490,Kimberly Jones,8251907692,Checking,Deposit,1415.83,2026-05-19 03:44:27,Completed
581ebc12-2d5b-42cc-b3d7-4442d92e4cd9,0adfc919,Shannon Johnson,3393911796,Investment,Withdrawal,1835.28,2025-10-09 02:00:02,Completed
f4bd478e-ab81-4b83-b89c-950c112a885c,a1cb70e2,Anthony Alexander,5461301407,Checking,Withdrawal,617.95,03-08-2025,
c1ae9af9-184b-451f-8642-679da679fe20,f1bd9aaa,Leslie Clark,8482825494,Investment,Payment,$2571.86,2025-07-27 23:24:21,Completed
53c0f1e0-f0ac-4ccc-9749-009e59f09e83,2a051063,Dominic Martinez,1360829946,Credit Card,Transfer,925.79,2026-01-08 01:26:00,Completed
59237f53-9651-4af7-8d39-09ab39e28599,d438bd51,Stacy Estrada,1566826910,Investment,Transfer,3877.58,2025-10-17 02:56:22,Completed
c6141499-faca-4944-8a48-efe79880b7e5,d14c1f5c,Kristy Kelley,9160157750,Credit Card,Deposit,$4967.69,2025-10-10 15:07:36,Completed
0934bfc9-8942-4c96-9beb-74438ddef94b,2aa1a177,Daniel Arellano,1274374348,Checking,Deposit,-1262.24,2026-03-05 23:25:57,Completed
8c0ed24b-acb0-467b-ae9d-73181c730dbe,8aaf884d,Robert Brooks,8283094812,Investment,Deposit,2445.09,2026-06-13 22:49:24,Completed
765757a5-ae92-440e-a953-3103d2648020,43814ea3,Joseph Moore,5881999220,Credit Card,Deposit,3588.04,2026-04-16 12:03:34,Completed
b52805f6-f80f-43dd-9eac-bde1fbff92e5,ab98ebdc,Austin Cobb,9341796134,Savings,Withdrawal,380.09,2025-07-31 03:05:10,Completed
dd8ab680-c644-47bb-a71f-4dda33f7fee5,e6b8be64,Tara George,6750666400,Investment,Transfer,3381.43,2026-03-21 12:05:29,Completed
e160e949-dc7b-4254-8e79-89e822dbbd32,1cc78a77,Rick Ortiz,5725842597,Savings,Payment,300.66,2026-05-08 21:10:26,Completed
b97b1c47-aec0-477b-85ac-f99d0bd4c0b2,ff760c07,Scott Morgan,8230050955,Credit Card,Transfer,$970.85,2025-09-01 13:55:41,Completed
dd45f657-2ff3-4527-8cdd-a24b3f9f3053,edfa0ba5,Corey Rivera,0858981156,Savings,Deposit,851.19,25-12-2025,Completed
24cfc1c1-145c-49e1-a27d-9f69abc8aa5e,ae355120,Jeff Davies,4049672745,Savings,Withdrawal,4753.72,2025-11-25 08:48:50,Completed
054dac15-0f4b-4cd0-8f17-66db989fb607,5c3d8b4a,Matthew Duarte,0530776424,Investment,Payment,708.93,20260707,Pending
92911fbf-ec63-49ce-9b06-335548d0a3fd,e984a3d1,Stephanie Powell,4877634375,Checking,Transfer,1673.88,2026-03-23 23:29:29,Completed
8b83292c-0594-46c2-9eeb-58d41051632c,52585da4,Sharon Garcia,6991993135,Investment,Transfer,2830.65,20-05-2026,Completed
a3ca0a87-950d-45e4-a7e3-64b09435655e,08d62408,Kathy Long,6474613397,Investment,Payment,3554.35,20260612,Completed
bf738875-1300-4e9d-ac8e-2816cb9ae697,60b80f86,,7605259035,Savings,Deposit,-1262.49,08/05/2025,Completed
31b34661-8ee9-4286-8f2b-f5fc8253a947,d6466366,Sara Stanley,8987803567,Savings,Transfer,4433.53,2026-03-17 19:00:09,Completed
822dc1d1-8887-4c86-9759-5715fe0f84ad,a5d9b3f5,Tamara Day,9250169098,Credit Card,Withdrawal,1848.32,2026-01-05 21:11:35,Completed
ca3452e0-be71-4822-80a9-73e7dc49aa24,75b21563,Christina Johnson,5429959600,Credit Card,Deposit,4504.55,2026-03-23 09:51:48,
1ce3cfe1-d853-4647-9713-caa2fc966bb4,3c051adb,Angela Taylor,6450781088,Savings,Withdrawal,1461.7,2026-04-26 12:38:51,Completed
1abe7da3-9b9f-4aa2-9bdb-d5d5aa13b83a,00865fae,Dominique Horton,3058935235,Checking,Deposit,772.74,2025-11-11 12:22:39,Completed
a0456f20-3f7d-448e-aed2-b3aa80349926,5258aac8,Andrew Hanna,9020992262,Checking,Withdrawal,3763.64,2025-12-20 14:04:54,Failed
7f4f1b57-0972-4a50-aa19-eeffc9041fb3,9de52ed1,Cheyenne Sweeney,6854588438,Checking,Withdrawal,2096.84,2025-12-08 21:00:57,Completed
551e69f7-7480-4725-aac8-3c0cb8137a26,e06e8f3a,Christopher Lee,0413977799,,Payment,4003.9,2025-09-29 22:32:12,Completed
8e4b17b5-070f-4b7f-acfb-af43ccbc41f7,17c27e04,Dorothy Roberts,3743824837,Investment,Transfer,3327.54,2025-11-19 07:33:32,Pending
63623ebf-5b34-4590-9506-76f8953c945e,015758cd,Danielle Macias,6158196995,Credit Card,Withdrawal,1038.65,05/16/2026,Completed
9402b91e-4bf5-4a5f-bc85-f5c50ce2fcc4,9712960c,Katrina Krueger,7477557029,Investment,Transfer,3410.58,2025-10-23 09:17:55,Completed
7515c3ba-fe72-4efb-ae60-c231863b39b7,4300c8a0,Lydia Olson,4406456445,Savings,Withdrawal,$3657.99,2026-05-16 01:58:40,Completed
38f9e564-3bfa-45e4-a88b-1fbd95d1f28c,dd7b0ec2,Elizabeth Long,4950610971,Checking,Transfer,4569.45,2026-03-29 13:48:20,Completed
5aca61c5-2888-44b9-aeaf-354eb3328de0,e3fecf5a,John Parks,9355492456,Credit Card,Withdrawal,$3709.19,2025-12-08 21:28:56,Completed
595ff45f-4092-4e16-b1d5-0439c224d1ba,b69ff966,Donald James,2830970251,Investment,Withdrawal,1028.44,2026-02-25 23:36:18,Completed
e64beeb2-3356-4f27-b5bd-70fa0b18e998,41b6b917,Randy Osborn,7728777311,Savings,Payment,$1591.09,2025-10-20 01:47:35,Completed
bc21af7f-4c89-46ea-b7c4-64fd092cf7e4,0258a5f4,April Bennett,2526039900,Credit Card,Payment,2406.04,2025-09-01 15:42:20,Completed
9f66c527-37cb-4625-a1d2-68198fc567c6,d2e8558e,Latoya Jennings,3963944167,,Deposit,100.88,2025-10-01 19:29:44,Pending
a3814c8d-fdac-46e2-9c4b-d88453703814,7a5e2085,Michael Rodriguez,2657015462,Savings,Payment,3755.88,"January 17, 2026",Completed
6918682a-6d48-4210-a454-948bfd4bf6fa,07a92420,Melissa Smith,4486840648,Credit Card,Transfer,356.61,2026-03-25 01:27:18,Completed
0717d032-68fc-4050-8123-0f192967bb44,6839f03a,Timothy Graves,2479139838,Investment,Deposit,-487.01,2026-01-17 15:22:38,Completed
7f270ec4-758d-4635-b263-3cc71c883c15,e0918cd8,Anthony Hawkins,5947313742,Investment,Payment,2462.8,2026-03-03 08:37:58,Completed
3e6709ef-8b6a-4eba-b22d-9c39477d1982,84075777,Melissa Drake,5343289265,Checking,Deposit,-1846.8,10/19/2025,Completed
85bb86dd-1727-44f3-952c-389eb7d04ed8,2117a82e,Natalie Bell,0949074198,Checking,Payment,1485.18,2025-09-20 18:43:57,Completed
81c77579-4978-4c59-a9ac-127121c89096,f8c6df10,Kimberly Cook,3396490441,Savings,Transfer,3772.55,2025-10-05 15:33:56,Completed
55f986a5-bf2f-411e-bc0e-de6746d78f48,4d3f4a89,Richard Daugherty,9715727667,Investment,Transfer,3092.29,2025-09-07 15:51:22,Completed
07ebf95f-c227-4b2c-89d2-1d3a37fdec77,6a6d8513,Jason Fox,7427553859,Investment,Deposit,2245.26,2026-06-09 05:46:27,Pending
3dbee67d-ff46-4094-8742-52bb324948a1,62cb3538,Courtney Lawson,6155420495,Credit Card,Withdrawal,3445.31,2026-04-03 09:54:13,Completed
8e0ae523-89b4-4f23-b3cf-37622bac6d4e,f046f68b,Jamie Lee,5084865820,Savings,Deposit,4004.22,06-08-2025,Completed
c2a76b89-4007-4396-b1b5-eb29154dfa3e,5cddc749,Steven Arnold,5250645174,Credit Card,Withdrawal,1986.28,2026-05-22 20:58:33,Completed
c3f782ac-40c9-44f5-94b6-b830686336b3,44c6dd27,Curtis Woods,1383458199,Credit Card,Transfer,4359.7,2025-12-14 10:26:59,Completed
e8cc8742-83d6-4c76-840a-7eb9182785ed,3243c4ea,Charles Keith,7849896649,Checking,Deposit,2064.63,2025-10-03 16:48:26,Completed
5a011a09-9ab3-4cd5-8109-15ec3f8eddc5,76d98842,Willie Lewis,2410720582,Checking,Withdrawal,$2079.12,2025-09-28 14:33:08,
4ec4b8de-44f4-44ca-84bd-e0f2d320f272,c1a0f2a5,Zachary Crawford,6048087495,Investment,Payment,4265.54,2026-03-28 19:17:58,
31dba34c-ae81-43e9-817f-8d17651b14e3,f12c4da6,Kevin Brown,5336004652,Investment,Withdrawal,3664.23,2026-03-03 12:59:09,Completed
15c2d161-49a2-4c5f-82c8-d42f9245a2c5,9bfef166,Nicole Mendoza,9020349950,Investment,Payment,2684.67,"August 18, 2025",Completed
dca25388-f65e-494c-be14-d177312f754b,fb893bc4,Steven Edwards,0995481089,Savings,Payment,$313.95,2025-11-23 13:39:17,Completed
f3fdfa31-5dd3-4984-9241-4484424ce3d9,695b1b1f,Dennis Castaneda,1404588422,Credit Card,Transfer,658.95,2025-10-22 01:57:36,Completed
369ca124-5938-4977-a2f1-7ea769de1430,20e0049b,Amanda Maxwell MD,3971050976,Investment,Transfer,134.33,2025-12-06 08:32:56,Completed
8df7da07-a73b-423a-a090-112e8e0f4d65,efe4d7e5,Maria Howard,3530057389,Investment,Deposit,1088.88,2026-01-31 17:52:59,Completed
4c13ab9b-a007-4cd0-baa7-8e87928b6fe4,5702135b,Frederick Park,2844947514,Credit Card,Payment,$4730.82,2026-06-06 11:49:04,Completed
f129ad80-af1a-4245-a239-7e1b06189e5c,33496b24,Catherine Henry,8253453130,Checking,Deposit,3129.27,2025-07-16 08:57:51,Completed
e9a0a9f4-ffcb-464d-a22d-cc00278863db,eb0216c3,Christina Wilson,1741254859,,Deposit,$-3541.66,2026-06-01 16:07:37,Completed
1746636a-aa51-4daa-8f7d-bd0bb09ac2c1,3b912811,Aaron Alvarez,7325027037,Investment,Deposit,4846.99,2026-03-16 12:02:49,Pending
2208d919-e5d8-4b66-89bd-5e9d1d55563b,43843127,Andrew Johnson,3564698231,Investment,Payment,4724.57,2026-06-16 06:51:03,Completed
c1791c8b-932d-4509-982e-65b5bb19392f,4b2b5ad3,Rebecca Ewing,0300493373,Savings,Deposit,$944.39,2025-10-03 06:58:33,Completed
163e4b58-f379-40bf-b6ad-60c2493089af,3a45e155,,8501241558,,Transfer,4493.72,2025-08-24 07:45:45,Completed
e071402c-245e-498e-bd5d-46404a75ec4b,096301c3,Ryan Reid,2050449116,Checking,Transfer,4263.02,2025-12-28 13:09:03,Failed
285421e6-4409-4b0b-bc40-75052505db90,1edf1815,Shane Gordon,0417905506,Checking,Transfer,1083.65,03/06/2026,Pending
42f8492a-443e-431e-82db-ad60ad83864a,d8d3dad0,Jennifer Hartman,1031124600,Checking,Payment,3161.76,2026-07-01 21:02:11,Pending
5785b8b5-18b6-4491-b5aa-45ec2ee78517,b824d969,Douglas Torres,4166628721,Credit Card,Withdrawal,2438.82,2026-03-07 13:30:26,Completed
02a34667-59dd-4b86-aea0-f4bf3a441c8d,5cfb61a5,Jeffrey Holmes PhD,2280974143,Investment,Withdrawal,2791.17,12/03/2025,Completed
749e28e7-f084-44bf-967c-cf85ea6ae4ea,3427c9c5,Jennifer Lester,4308870816,Investment,Deposit,1411.59,12-09-2025,Completed
4b27e0f9-7a3b-4e43-80cc-55a20b0eea45,19cb2af1,David Hughes,2944104299,Savings,Transfer,3250.96,2025-08-21 06:43:46,Completed
e5cf442e-a68c-4cb4-869e-4e600827d1d8,79073911,Jonathon Jarvis,4103963355,Savings,Deposit,-1130.25,04/15/2026,Pending
8a40751a-7c9f-4a58-b76b-da83f44371bd,9310fdec,Mrs. Emily Mendez,0660990406,Savings,Transfer,3636.62,20260501,
a213b3bc-ec75-45ed-be51-8d67ae9e378d,219bcefe,Vanessa Fitzgerald,4889760521,Credit Card,Transfer,2811.48,2026-01-28 00:45:45,Completed
69effcb7-ed97-4547-853d-33ca6deabdf5,4c8c3076,Sean Stephenson,7781049243,Checking,Transfer,$4638.02,"October 08, 2025",Pending
0396805a-d3f2-4a5d-9840-2221d8843038,074fb70b,Mark Barrett,5512053661,Checking,Transfer,878.28,20260407,
e6a0989c-6604-4ef6-9388-c7d0f35c4924,33f2acdf,Craig Strickland,6531228147,Investment,Deposit,-4467.52,2026-03-15 01:44:53,Completed
61bb9e5e-02ee-48c3-afab-6ca6e6bf37ab,53f8d1d4,James Gordon,8813497528,,Payment,1442.66,2025-12-29 06:45:26,Completed
57e65606-f6df-44a0-b759-11d7eccb4183,791cce2f,Tiffany Cline,3390818945,Credit Card,Transfer,2621.9,2025-07-14 04:33:05,Completed
32031bf3-c62a-4d95-b563-1063fd97bda6,ed43e15a,Kenneth Wade,3348976228,Checking,Transfer,3307.82,2025-11-28 07:09:47,Pending
9dc96a6f-0ca5-4113-aa75-2b2213989757,baf326ce,Amanda Tucker,1686263330,Credit Card,Payment,2159.31,2025-07-27 20:36:19,
b4457723-7ccc-40f8-8104-5f674d682e41,91ff1cf4,Angela Duke,7944992051,Checking,Deposit,2817.94,2026-04-27 12:17:33,Completed
81672df1-c011-4297-850d-3c578d7b70f1,7a2ed7ee,Nathaniel Vaughan,8512931235,Credit Card,Transfer,1611.62,2026-04-01 05:31:03,Completed
b8a5ebd4-8921-4923-9296-74585350d79f,d9da8591,Heidi Cook,5124758920,Investment,Payment,936.55,11/11/2025,Completed
9ed84689-9cc1-4612-9fd7-bbfc19657ed5,394fe4e7,Daniel Scott,6640373906,Credit Card,Deposit,$-2235.27,2026-02-27 22:04:49,Completed
920250a4-246e-4f27-9e77-69750297e912,42285ebe,Amber Walker,5883932568,Checking,Deposit,836.16,2025-12-08 17:19:13,Completed
d17966b2-5ae2-4222-966f-c664262e594c,0ded5a4a,Sarah Holland,7847459440,Investment,Deposit,-2559.79,2026-03-03 19:17:52,Completed
521198ee-3902-4bad-af24-2ce96fc62d9d,703d05e8,Daniel Tran,9638851647,Credit Card,Withdrawal,629.17,2025-08-02 18:46:06,Completed
f1efb3dd-2582-4521-8602-2d19a5ffd150,8d0355e9,Katie Lambert,4885788917,Investment,Transfer,215.8,2026-03-23 18:20:40,Pending
a27f598e-ba7a-4bcf-9d04-0312f4e1b0e6,6273aaff,Regina Walton,6749471263,Checking,Transfer,2190.2,2025-09-10 21:16:29,Completed
08c43c96-c277-46f9-bf4c-24c02fd21f29,3d840b47,,2161198441,Investment,Deposit,586.96,2025-09-26 02:48:59,Pending
39ca736a-6405-49cf-9261-116463d42eba,4abb267c,Anita Wright,9678600606,Credit Card,Payment,210.07,2026-01-30 18:22:08,Completed
d3a3d9bd-0d93-49ff-a656-4cd9669032ab,3d1dc9fa,David Burnett,9137294780,Savings,Transfer,$2613.22,2026-02-19 19:32:33,Completed
1e83888c-5e9e-4c04-9e2d-e21fb3940b7a,241c5c0e,Angela Nguyen,7999182520,Credit Card,Payment,$3954.2,2026-03-11 02:57:34,Completed
62d203c2-a7cc-49a7-8fe7-2542f697a109,85604473,Anna Lee,5387500628,Investment,Deposit,3400.67,2025-10-15 21:23:02,Completed
e92199d7-ecd6-4b5d-adc5-ff564d8fcea4,a62d5300,Debra Goodwin,0195816377,Credit Card,Transfer,4382.79,2025-12-15 23:39:05,Completed
787a073f-76a6-4b67-b93b-1da5deaa5c9a,c3abdc97,Jennifer Beard,6868720489,Checking,Payment,2115.52,2025-10-28 03:02:40,Completed
01efe6d9-6b34-415a-829a-5d891fdb2ecd,22266dd4,Brittany Heath,6449684288,Checking,Withdrawal,408.84,2025-07-28 02:32:25,Completed
d434b8da-f3d3-4ce4-95ce-97e0e2e335fd,3ea26cdc,Jamie Pena,7226695772,Checking,Deposit,3999.32,2025-08-15 12:26:45,Completed
00acd0b5-b363-4d24-80a0-7f4257193be4,cc58cf36,Kimberly Meza,5934373197,Checking,Transfer,2338.57,2025-08-07 14:16:05,Completed
ee4f6ec0-3f97-470a-9d93-9f901a2f9e00,c9dbe157,Jessica Martin,5131373714,Savings,Withdrawal,4473.76,2026-06-03 14:35:03,Completed
4b54cd9e-8430-4486-8a62-363bf51b0f83,f70108e3,Daniel Martin,1846958923,Savings,Deposit,4126.43,2026-03-22 01:00:35,
57e65606-f6df-44a0-b759-11d7eccb4183,791cce2f,Tiffany Cline,3390818945,Credit Card,Transfer,2621.9,2025-07-14 04:33:05,Completed
1cd31859-3651-49c0-9518-ff6a6055e00a,fd9694cb,Mary Rodriguez,6090978447,Credit Card,Transfer,4835.62,2026-04-29 17:59:11,Completed
7f78e978-3ab7-49ba-bcad-5036933bea75,4f79728f,Aimee Grimes,0955699350,,Withdrawal,4326.15,2025-09-03 23:02:21,Completed
a3fd4c06-a32d-4a8c-b403-e6ae6fa4abe9,aab54bdb,Sara Newton,7613956924,Investment,Withdrawal,1598.49,2025-11-06 03:47:12,Completed
6626259e-5ddb-48cc-bd23-6e3131ca2ee3,d9f127c2,Mario Waller,8225507628,Investment,Withdrawal,3900.86,09/09/2025,Completed
c1b2b759-7e5a-43a9-afda-4ca28dee30d2,67c6482a,Amber Wallace,1139702381,Investment,Withdrawal,1769.14,2025-12-24 15:46:37,Completed
da739005-346a-4f89-9d19-fd158493c0c0,51a8efb7,Amanda Duffy,3771933496,Checking,Payment,888.23,2025-11-06 08:12:56,Completed
1288ebea-0f16-42e4-9167-e60e14897e16,49a8a2e6,Amy Rodriguez DDS,3322789469,Savings,Payment,3809.34,2026-06-12 08:57:48,Completed
486f4285-6f88-43a2-9169-e91bccb6891f,6a19c95b,Michael Lopez,4993899758,Checking,Payment,4316.97,2025-10-17 04:46:29,Pending
