CustomerID,FullName,City,State,Phone,Email,Language
CUST-775809,Oscar Bhagat,Bhimavaram,Bihar,85741941,gardeaadhya@example.net,en
CUST-924965,समर शा,थाइन,हरयाणा,69928603,oommenreva@example.com,hi
CUST-837956,Vaishnavi Krishnan,Kadapa,West Bengal,92401619,basuurvi@example.org,en
CUST-234899,Aishani Bandi,Warangal,Himachal Pradesh,61862080,tara94@example.org,en
CUST-26805,Upma Dayal,,Meghalaya,93786664,warhiloyal@example.net,en
CUST-40016,रणवीर होरा,तिरुचिरापल्ली,नागालँड,92682253,vasagarima@example.org,mr
CUST-593100,শ্রাব্য জনি,আমরোহা,তেলেঙ্গানা,77123690,chandraoscar@example.com,bn
CUST-92565,ওঙ্কার চন্দ্র,শ্রী গঙ্গানগর,ঝাড়খণ্ড,79076042,samar40@example.net,bn
CUST-165998,ভাবনা ওয়াধওয়া,সূর্যপেট,ওড়িশা,73856366,hanslogan@example.org,bn
CUST-198474,Henry Wable,Thoothukudi,Mizoram,65423962,vasanadave@example.org,en
CUST-97213,Champak Prabhakar,Vadodara,Nagaland,66542003,onichokshi@example.com,en
CUST-768920,நித்ரா பாலி,பிதார்,சிக்கிம்,83468129,jayaramankalpit@example.org,ta
CUST-331839,Jackson Ranganathan,Vellore,Uttar Pradesh,76413068,jaikonda@example.com,en
CUST-6276,गोपाल कपूर,कोरबा,कर्नाटक,76908880,danielamble@example.net,hi
CUST-224145,Priya Ghosh,Bhagalpur,Uttarakhand,98163464,savantindira@example.org,en
CUST-551340,Pranav Natt,Patiala,Tripura,94479526,bahrijeevika@example.org,en
CUST-591123,Sara Halder,Sagar,Odisha,99111975,nagichakradev@example.com,en
CUST-245460,Ekalinga Roy,Srikakulam,Meghalaya,62195722,varenyashan@example.com,en
CUST-334092,Ojas Mammen,Darbhanga,Rajasthan,61985869,qvarty@example.net,en
CUST-461404,Rajata Bali,Hapur,Madhya Pradesh,82556678,padmanabhanakshay@example.net,en
CUST-845794,Ria Dugar,Burhanpur,Assam,99093587,olall@example.org,en
CUST-761115,डोमिनिक नट,करीमनगर,मणिपुर,68301175,fnayak@example.com,hi
CUST-444313,Zashil Gokhale,Bangalore,Telangana,62508693,liam86@example.net,en
CUST-902026,Reva Jayaraman,Pune,Haryana,83929459,harsh56@example.org,en
CUST-73992,Chandresh Patla,Kulti,Kerala,92289009,gourmohammed@example.net,en
CUST-747995,Ojasvi Gole,New Delhi,Tripura,74199612,upadhyayanirudh@example.net,en
CUST-346005,Omisha Gade,Sri Ganganagar,Arunachal Pradesh,75259333,danielchhabra@example.net,en
CUST-553404,Pranit Krishna,Amroha,Meghalaya,61147479,jeremiahcheema@example.org,en
CUST-811869,Radha Dhar,,Karnataka,62801344,adya89@example.org,en
CUST-732113,Praneel Nagi,Guntakal,Tripura,72764144,mohantymatthew@example.net,en
CUST-768920,Nidra Bali,Bidar,Sikkim,83468129,jayaramankalpit@example.org,en
CUST-319070,Indrajit Narasimhan,Tenali,Uttar Pradesh,85974479,bkarnik@example.org,en
CUST-959232,Sanaya Natt,Rajahmundry,Himachal Pradesh,97717209,mangatutkarsh@example.org,en
CUST-825469,Dalbir Kibe,Shimla,Himachal Pradesh,72122810,raksha15@example.org,en
CUST-107595,Jeet Raja,,Uttar Pradesh,62761872,oakayushman@example.net,en
CUST-406175,Megha Balan,Chittoor,Arunachal Pradesh,83742681,dmagar@example.net,en
CUST-851889,Widisha Wali,Kadapa,Kerala,78763691,amruta73@example.net,en
CUST-901969,Madhavi Sangha,Saharanpur,Telangana,69118672,eiravatibahri@example.net,en
CUST-154480,మానవ్ బసక్,సతారా,హర్యానా,71766065,amrutabhatia@example.org,te
CUST-871376,Ojasvi Oak,Amroha,Tripura,74738863,pandyaekansh@example.com,en
CUST-371342,Peter Jayaraman,Mumbai,Goa,83445476,rajujanya@example.net,en
CUST-586607,Vamakshi Dar,,Meghalaya,63863523,qarin22@example.org,en
CUST-118922,Qushi Taneja,Kozhikode,Jharkhand,73406419,aarinimanda@example.net,en
CUST-4822,Ekanta Barad,,Haryana,92149591,nimratkorpal@example.net,en
CUST-165998,Bhavna Wadhwa,,Odisha,73856366,hanslogan@example.org,en
CUST-821048,Falguni Sarma,Rohtak,Gujarat,91499249,gaurangsaxena@example.net,en
CUST-283053,Vincent Pathak,Srikakulam,Mizoram,79879827,ghoseanay@example.com,en
CUST-435074,Advay Mitter,তধিপত্রি,ছত্তিশগড়,97711728,tbhat@example.net,bn
CUST-409754,Chakrika Mishra,Madhyamgram,Andhra Pradesh,63371042,fchoudhry@example.net,en
CUST-433740,Samuel Nigam,Loni,Goa,68072410,vincent16@example.net,en
CUST-349824,Vasudha Butala,Nashik,Rajasthan,97821845,yuvrajtalwar@example.net,en
CUST-857307,Falak Nagi,Avadi,Tamil Nadu,91446799,udyati21@example.com,en
CUST-18676,Hritik Soman,Bhiwandi,Chhattisgarh,83168298,triya31@example.org,en
CUST-175841,దామిని కపాడియా,ప్రొద్దుటూరు,మహారాష్ట్ర,87095630,qushi85@example.net,te
CUST-159515,Andrew Kant,Visakhapatnam,Mizoram,64781389,manimohini@example.org,en
CUST-651087,Lipika Luthra,Gandhinagar,Sikkim,98577857,williamchaudhry@example.net,en
CUST-559229,Vrinda Mall,Rourkela,Goa,93928485,ranganathanarjun@example.org,en
CUST-837956,வைஷ்ணவி கிருஷ்ணன்,கடப்பா,மேற்கு வங்காளம்,92401619,basuurvi@example.org,ta
CUST-569868,Dalbir Varughese,Katihar,Odisha,72079642,bdube@example.com,en
CUST-597033,Gayathri Khare,Chittoor,Sikkim,72136382,divyanatt@example.org,en
CUST-4822,একান্ত বাড়ড়,শিমোগা,হরিয়ানা,92149591,nimratkorpal@example.net,bn
CUST-244008,Ekta Kara,Rohtak,West Bengal,76289375,ekani75@example.net,en
