customer_id,full_name,email,phone,address,city,state_name,pincode,aadhaar,pan,date_of_birth,gender,source_system,scenario_tag,created_at
36,Rajasarshi,raj@gmail.com,9876543210,12 Mg Road,Delhi,Delhi,110001,123412341234,Abcde1234F,1995-01-15,Male,Crm,accent_mark_variant,2026-07-09
37,Raj Sharma,raj@gmail.com,9876543210,12 Mg R0Ad,Delhi,Delhi,110001,123412341234,Abcde1234F,1995-01-15,Male,Crm,ocr_typo_variant,2026-07-09
38,Raj Sharma,raj@gmial.com,9876543210,12 Mg Road,Delhi,Delhi,110001,123412341234,Abcde1234F,1995-01-15,Male,Crm,email_typo_variant,2026-07-09
39,Raj Sharma,raj@gmail.com,9876543210,12 Mg Road,Delhi,Delhi,110001,123412341234,Abcde1234F,1995-01-15,Male,Crm,phone_format_variant,2026-07-09
40,Raj Sharma,raj@gmail.com,9876543210,12 Mg Road,Delhi,Delhi,110001,123412341234,Abcde1234F,1995-01-15,Male,Crm,case_normalization_variant,2026-07-09
41,Ibm,info@ibm.com,1800123456,1 Ibm Campus,Bengaluru,Karnataka,560001,123412341234,Aaaci1234F,,Male,Erp,semantic_corp_alias,2026-07-09
42,International Business Machines,info@ibm.com,1800123456,1 Ibm Campus,Bengaluru,Karnataka,560001,123412341234,Aaaci1234F,,Male,Erp,semantic_corp_full_name,2026-07-09
43,I.B.M.,info@ibm.com,1800123456,1 Ibm Campus,Bengaluru,Karnataka,560001,123412341234,Aaaci1234F,,Male,Erp,semantic_corp_abbrev,2026-07-09
44,International Business Machines,info@ibm.com,1800123456,1 Ibm Campus,Bengaluru,Karnataka,560001,123412341234,Aaaci1234F,,Male,Erp,semantic_corp_abbrev_2,2026-07-09
45,Microsoft India,contact@microsoft.com,1800112222,Manyata Tech Park,Bengaluru,Karnataka,560045,123412341234,Aaacm1234X,,Male,Erp,semantic_company,2026-07-09
46,Microsoft Corporation India,contact@microsoft.com,1800112222,Manyata Tech Park,Bengaluru,Karnataka,560045,123412341234,Aaacm1234X,,Male,Erp,semantic_company_full,2026-07-09
47,Openai India,hello@openai.com,1800999000,Bkc,Mumbai,Maharashtra,400051,123412341234,Aaaco2024A,,Male,Erp,semantic_alias,2026-07-09
48,Open Ai India,hello@openai.com,1800999000,Bkc,Mumbai,Maharashtra,400051,123412341234,Aaaco2024A,,Male,Erp,semantic_spacing_variant,2026-07-09
49,Neha Sharma,neha@gmail.com,9876543210,12 Mg Road,Delhi,Delhi,110001,555566667777,Lmnop5678R,1998-07-08,Female,Crm,same_family_contact_but_new_name,2026-07-09
50,Neha Sharma,neha@gmail.com,9876543210,12 Mg Road,Delhi,Delhi,110001,555566667777,Lmnop5678R,1998-07-08,Female,Crm,fuzzy_name_plus_same_ids,2026-07-09
51,R. Sharma,neha@gmail.com,9876543210,12 Mg Road,Delhi,Delhi,110001,555566667777,Lmnop5678R,1998-07-08,Female,Crm,abbrev_name_variant,2026-07-09
52,Anita Verma,anita.verma@gmail.com,9123456780,Model Town,Delhi,Delhi,110009,666677778888,Qrstu5555E,1987-09-21,Female,Crm,clean_unique,2026-07-09
53,Anita Verma,anita.verma@gmail.com,9123456781,Model Town,Delhi,Delhi,110009,666677778888,Qrstu5555E,1987-09-21,Female,Crm,same_person_phone_changed,2026-07-09
54,Anita Verma,anita.v@gmail.com,9123456781,Model Town,Delhi,Delhi,110009,666677778888,Qrstu5555E,1987-09-21,Female,Crm,same_person_phone_email_changed,2026-07-09
55,Anita Verma,anita.verma@gmail.com,9123456780,Model Town,Delhi,Delhi,110009,666677778888,Qrstu5555E,1987-09-21,Female,Crm,aadhaar_variant_conflict,2026-07-09
56,Anita Verma,anita.verma@gmail.com,9123456780,Model Town,Delhi,Delhi,110009,666677778888,Qrstu5555E,1987-09-21,Female,Crm,pan_variant_conflict,2026-07-09
59,Customer Z,z@example.com,9012345678,Sector 7,Chandigarh,Chandigarh,160007,123412341234,Abcde1234F,2000-12-31,Other,Crm,partial_identity,2026-07-09
60,Aman Guptha,aman@gmail.com,8012345678,Cp,Delhi,Delhi,110001,909090909090,Abcde9090G,1994-04-14,Male,Crm,volume_1,2026-07-09
61,Aman Guptha,aman@gmail.com,8012345678,Cp,Delhi,Delhi,110001,909090909090,Abcde9090G,1994-04-14,Male,Crm,volume_exact_dup,2026-07-09
62,Aman Guptha,aman@gmail.com,8012345678,Cp,Delhi,Delhi,110001,909090909090,Abcde9090G,1994-04-14,Male,Crm,volume_fuzzy_name,2026-07-09
63,Aman Guptha,aman.work@gmail.com,8012345678,Connaught Place,New Delhi,Delhi,110001,909090909090,Abcde9090G,1994-04-14,Male,Crm,volume_address_semantic,2026-07-09
64,Aman Guptha,aman@gmail.com,8012345679,Cp,Delhi,Delhi,110001,909090909090,Abcde9090G,1994-04-14,Male,Crm,volume_phone_changed,2026-07-09
65,Aman Guptha,aman@gmail.com,8012345678,Cp,Delhi,Delhi,110001,909090909090,Abcde9090G,1994-04-14,Male,Crm,volume_id_conflict,2026-07-09
66,Suresh Yadav,suresh@y.com,7000000001,Sector 10,Gurugram,Haryana,122001,919191919191,Pqrst6666H,1985-10-10,Male,Crm,volume_2,2026-07-09
67,Suresh Yadav,suresh@y.com,7000000001,Sector 10,Gurugram,Haryana,122001,919191919191,Pqrst6666H,1985-10-10,Male,Crm,volume_exact_dup_2,2026-07-09
68,Suresh Yadav,suresh.kumar@y.com,7000000002,Sector 10,Gurugram,Haryana,122001,919191919191,Pqrst6666H,1985-10-10,Male,Crm,volume_contact_changed,2026-07-09
69,Suresh Yadav,suresh@y.com,7000000001,Sector 10,Gurugram,Haryana,122001,919191919191,Pqrst6666H,1985-10-10,Male,Crm,volume_id_conflict_2,2026-07-09
70,Meera Iyer,meera@x.com,7070707070,Indiranagar,Bengaluru,Karnataka,560038,919293949596,Ijklm7777I,1991-02-02,Female,Crm,volume_3,2026-07-09
71,Meera Iyer,meera@x.com,7070707070,Indiranagar,Bengaluru,Karnataka,560038,919293949596,Ijklm7777I,1991-02-02,Female,Crm,volume_exact_dup_3,2026-07-09
72,Meera Iyer,meera.iyer@x.com,7070707071,Indiranagar,Bengaluru,Karnataka,560038,919293949596,Ijklm7777I,1991-02-02,Female,Crm,volume_contact_change_3,2026-07-09
73,Meera Iyer,meera@x.com,7070707070,Indiranagar,Bengaluru,Karnataka,560038,919293949596,Ijklm7777I,1991-02-02,Female,Crm,volume_id_conflict_3,2026-07-09
